group,family,simplified_species,commum_name,threat_category,acronym_threat_category,presence_in_protected_areas,national_action_plan_for_conservation_,fishing_planning,level_of_protection_in_the_national_strategy,exclusive_species_of_brazil,occurrence_states_y,main_threats_y,biome,category,lats_longs_animals
Marine Fish,Alopiidae,Alopias vulpinus,Fox Shark,Vulnerable (VU),VU,Yes,Yes,Yes,4.0,No,RJ,Agriculture,Marine,Sharks,[-42.38297352 -22.88957065]
Marine Fish,Alopiidae,Alopias vulpinus,Fox Shark,Vulnerable (VU),VU,Yes,Yes,Yes,4.0,No,RN,Agriculture,Marine,Sharks,[-36.43129974  -5.05685436]
Marine Fish,Alopiidae,Alopias vulpinus,Fox Shark,Vulnerable (VU),VU,Yes,Yes,Yes,4.0,No,RS,Agriculture,Marine,Sharks,[-53.39548151 -33.44604059]
Marine Fish,Alopiidae,Alopias vulpinus,Fox Shark,Vulnerable (VU),VU,Yes,Yes,Yes,4.0,No,SC,Agriculture,Marine,Sharks,[-51.91464468 -27.29527547]
Marine Fish,Alopiidae,Alopias vulpinus,Fox Shark,Vulnerable (VU),VU,Yes,Yes,Yes,4.0,No,SE,Agriculture,Marine,Sharks,[-37.87246397 -11.42889415]
Marine Fish,Alopiidae,Alopias vulpinus,Fox Shark,Vulnerable (VU),VU,Yes,Yes,Yes,4.0,No,SP,Agriculture,Marine,Sharks,[-46.52689943 -21.6507553 ]
Freshwater Fish,Rivulidae,Anablepsoides cearensis,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,CE,Exotic Species,Caatinga,Fish,[-38.63502086  -6.65763313]
Freshwater Fish,Rivulidae,Anablepsoides cearensis,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,CE,Energy production,Caatinga,Fish,[-39.22449051  -7.60237547]
Freshwater Fish,Loricariidae,Ancistrus cryptophthalmus,Cave Pygmy Suckerfish,Endangered (EN),EN,Yes,No,No,2.0,Yes,GO,Fishing,Cerrado,Freshwater Fish,[-51.32603008 -18.3228434 ]
Freshwater Fish,Loricariidae,Ancistrus formoso,Blind Suckerfish,Vulnerable (VU),VU,No,No,No,1.0,Yes,MS,Fishing,Cerrado,Freshwater Fish,[-55.46417428 -21.90002211]
Freshwater Fish,Loricariidae,Ancistrus minutus,Unknown,Endangered (EN),EN,No,Yes,Yes,1.0,Yes,GO,Fishing,Cerrado,Freshwater Fish,[-52.39445714 -16.16267974]
Freshwater Fish,Parodontidae,Apareiodon davisi,Kingfish,Endangered (EN),EN,No,Yes,No,1.0,Yes,CE,Fishing,Caatinga,Freshwater Fish,[-38.79222342  -3.47428417]
Freshwater Fish,Parodontidae,Apareiodon davisi,Kingfish,Endangered (EN),EN,No,Yes,No,1.0,Yes,PB,Fishing,Caatinga,Freshwater Fish,[-36.96037871  -6.43803321]
Freshwater Fish,Parodontidae,Apareiodon vladii,Penknife Fish,Vulnerable (VU),VU,No,Yes,No,1.0,Yes,PR,Fishing,Atlantic Forest,Freshwater Fish,[-53.36090591 -25.68573808]
Freshwater Fish,Parodontidae,Apareiodon vladii,Penknife Fish,Vulnerable (VU),VU,No,Yes,No,1.0,Yes,SP,Fishing,Atlantic Forest,Freshwater Fish,[-47.21195416 -20.83540957]
Freshwater Fish,Characidae,Aphyocheirodon hemigrammus,Minnow,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,MS,Fishing,Cerrado,Fish,[-51.96300043 -17.93025333]
Freshwater Fish,Characidae,Aphyocheirodon hemigrammus,Minnow,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,MS,Fishing,Atlantic Forest,Fish,[-50.59706183 -18.3194099 ]
Freshwater Fish,Characidae,Aphyocheirodon hemigrammus,Minnow,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,PR,Fishing,Cerrado,Fish,[-53.78752186 -25.43319577]
Freshwater Fish,Characidae,Aphyocheirodon hemigrammus,Minnow,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,PR,Fishing,Atlantic Forest,Fish,[-49.51526701 -23.29737688]
Freshwater Fish,Characidae,Aphyocheirodon hemigrammus,Minnow,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,SP,Fishing,Cerrado,Fish,[-44.94510897 -23.39407081]
Freshwater Fish,Characidae,Aphyocheirodon hemigrammus,Minnow,Vulnerable (VU),VU,Yes,Yes,No,2.0,Yes,SP,Fishing,Atlantic Forest,Fish,[-45.57438342 -22.5605531 ]
Freshwater Fish,Apteronotidae,Apteronotus acidops,Sarapó,Endangered (EN),EN,No,Yes,No,1.0,Yes,MS,Fishing,Atlantic Forest,Fish,[-54.2666126  -23.42945558]
Freshwater Fish,Apteronotidae,Apteronotus acidops,Sarapó,Endangered (EN),EN,No,Yes,No,1.0,Yes,SP,Fishing,Atlantic Forest,Fish,[-44.63743454 -22.46545166]
Freshwater Fish,Apteronotidae,Apteronotus lindalvae,Unknown,Critically Endangered (CR),CR,Yes,Yes,No,2.0,Yes,AM,Fishing,Amazon,Fish,[-70.26042318  -4.06722556]
Aquatic Invertebrates,Astropectinidae,Astropecten articulatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Fishing,Marine,Starfish,[-44.79634095 -23.01733927]
Aquatic Invertebrates,Astropectinidae,Astropecten articulatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Pollution,Marine,Starfish,[-41.85039869 -22.77592669]
Aquatic Invertebrates,Astropectinidae,Astropecten articulatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Fishing,Marine,Starfish,[-50.83610223 -22.77395913]
Aquatic Invertebrates,Astropectinidae,Astropecten articulatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Pollution,Marine,Starfish,[-45.36758998 -23.77675262]
Aquatic Invertebrates,Astropectinidae,Astropecten brasiliensis,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,BA,Fishing,Marine,Starfish,[-40.51887274 -16.89924648]
Aquatic Invertebrates,Astropectinidae,Astropecten brasiliensis,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,BA,Pollution,Marine,Starfish,[-37.81849689 -11.34249307]
Aquatic Invertebrates,Astropectinidae,Astropecten brasiliensis,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Fishing,Marine,Starfish,[-44.305783  -22.8810366]
Aquatic Invertebrates,Astropectinidae,Astropecten brasiliensis,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Pollution,Marine,Starfish,[-44.63269524 -23.17834788]
Aquatic Invertebrates,Astropectinidae,Astropecten brasiliensis,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Fishing,Marine,Starfish,[-45.84802557 -23.70496422]
Aquatic Invertebrates,Astropectinidae,Astropecten brasiliensis,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Pollution,Marine,Starfish,[-49.03660812 -24.67624798]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,AL,Fishing,Marine,Starfish,[-35.80077193  -9.79509047]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,AL,Pollution,Marine,Starfish,[-35.14654522  -8.86069684]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,AP,Fishing,Marine,Starfish,[-53.42313669   1.08652344]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,AP,Pollution,Marine,Starfish,[-50.15985956   1.90325221]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,BA,Fishing,Marine,Starfish,[-44.78325252 -14.46281528]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,BA,Pollution,Marine,Starfish,[-38.02619565  -9.7383847 ]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,CE,Fishing,Marine,Starfish,[-38.63647121  -6.7918866 ]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,CE,Pollution,Marine,Starfish,[-37.59962229  -4.9520766 ]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,ES,Fishing,Marine,Starfish,[-40.25553174 -20.24014345]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,ES,Pollution,Marine,Starfish,[-39.73023379 -18.93744776]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,MA,Fishing,Marine,Starfish,[-44.97454997  -7.45538851]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,MA,Pollution,Marine,Starfish,[-44.85473447  -1.31203839]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PA,Fishing,Marine,Starfish,[-46.40744613  -1.0076299 ]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PA,Pollution,Marine,Starfish,[-47.14275023  -0.64964225]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PB,Fishing,Marine,Starfish,[-38.66266912  -6.57451535]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PB,Pollution,Marine,Starfish,[-35.0818392   -7.54143914]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PE,Fishing,Marine,Starfish,[-36.92286507  -9.28823589]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PE,Pollution,Marine,Starfish,[-40.78332897  -8.28111062]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PI,Fishing,Marine,Starfish,[-42.77695273  -4.46157543]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PI,Pollution,Marine,Starfish,[-41.11594059  -4.41722144]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PR,Fishing,Marine,Starfish,[-51.16269326 -26.15117983]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,PR,Pollution,Marine,Starfish,[-54.07181671 -24.71961094]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Fishing,Marine,Starfish,[-42.56767238 -22.89017522]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RJ,Pollution,Marine,Starfish,[-44.41830597 -22.16881748]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RN,Fishing,Marine,Starfish,[-36.56651078  -6.89267232]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RN,Pollution,Marine,Starfish,[-37.9544715   -5.72650557]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RS,Fishing,Marine,Starfish,[-53.94804758 -27.09361529]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,RS,Pollution,Marine,Starfish,[-51.18507264 -30.11861882]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SC,Fishing,Marine,Starfish,[-49.81409413 -26.03320428]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SC,Pollution,Marine,Starfish,[-49.94608095 -25.92440832]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SE,Fishing,Marine,Starfish,[-36.96483333  -9.93651421]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SE,Pollution,Marine,Starfish,[-36.76333602 -10.19521025]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Fishing,Marine,Starfish,[-46.43254091 -22.49444732]
Aquatic Invertebrates,Astropectinidae,Astropecten marginatus,Starfish,Vulnerable (VU),VU,Yes,No,No,2.0,No,SP,Pollution,Marine,Starfish,[-50.75612398 -19.8554523 ]
Freshwater Fish,Characidae,Astyanax eremus,"Minnow, Piaba",Critically Endangered (CR),CR,Yes,Yes,No,2.0,Yes,PR,Fishing,Atlantic Forest,Fish,[-51.8249931 -26.3605832]
Freshwater Fish,Characidae,Astyanax eremus,"Minnow, Piaba",Critically Endangered (CR),CR,Yes,Yes,No,2.0,Yes,PR,Pollution,Atlantic Forest,Fish,[-54.51461496 -25.394402  ]
Freshwater Fish,Characidae,Astyanax gymnogenys,Minnow ,Endangered (EN),EN,No,Yes,No,1.0,Yes,PR,Aquaculture Agriculture,Atlantic Forest,Fish,[-53.60227095 -24.82740144]
Freshwater Fish,Characidae,Astyanax gymnogenys,Minnow ,Endangered (EN),EN,No,Yes,No,1.0,Yes,PR,Human Settlement,Atlantic Forest,Fish,[-47.65799765 -24.70281573]
Freshwater Fish,Characidae,Astyanax gymnogenys,Minnow ,Endangered (EN),EN,No,Yes,No,1.0,Yes,SC,Aquaculture Agriculture,Atlantic Forest,Fish,[-48.48594915 -27.42575282]
Freshwater Fish,Characidae,Astyanax gymnogenys,Minnow ,Endangered (EN),EN,No,Yes,No,1.0,Yes,SC,Human Settlement,Atlantic Forest,Fish,[-49.74141882 -28.65187622]
Freshwater Fish,Characidae,Astyanax jordanensis,Minnow ,Vulnerable (VU),VU,No,Yes,No,1.0,Yes,PR,Aquaculture Agriculture,Atlantic Forest,Fish,[-53.3525061  -25.86601695]
Freshwater Fish,Characidae,Astyanax jordanensis,Minnow ,Vulnerable (VU),VU,No,Yes,No,1.0,Yes,PR,Human Settlement,Atlantic Forest,Fish,[-48.3689526  -25.31521923]
Freshwater Fish,Rivulidae,Atlantirivulus lazzarotoi,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RJ,Aquaculture Agriculture,Atlantic Forest,Fish,[-41.62620746 -20.93772378]
Freshwater Fish,Rivulidae,Atlantirivulus lazzarotoi,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RJ,Human Settlement,Atlantic Forest,Fish,[-43.24830073 -22.70962753]
Freshwater Fish,Rivulidae,Atlantirivulus maricensis,Unknown,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RJ,Aquaculture Agriculture,Atlantic Forest,Fish,[-41.80651937 -20.70428257]
Freshwater Fish,Rivulidae,Atlantirivulus maricensis,Unknown,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RJ,Human Settlement,Atlantic Forest,Fish,[-43.92875742 -22.8812569 ]
Freshwater Fish,Rivulidae,Atlantirivulus nudiventris,Annual Fish,Critically Endangered (CR),CR,Yes,No,No,1.0,Yes,ES,Aquaculture Agriculture,Atlantic Forest,Fish,[-39.6651868  -18.55677289]
Freshwater Fish,Rivulidae,Atlantirivulus nudiventris,Annual Fish,Critically Endangered (CR),CR,Yes,No,No,1.0,Yes,ES,Human Settlement,Atlantic Forest,Fish,[-40.90640616 -18.65726787]
Freshwater Fish,Rivulidae,Atlantirivulus simplicis,Annual Fish,Endangered (EN),EN,No,No,No,1.0,Yes,RJ,Aquaculture Agriculture,Atlantic Forest,Fish,[-41.31872325 -21.15637395]
Freshwater Fish,Rivulidae,Atlantirivulus simplicis,Annual Fish,Endangered (EN),EN,No,No,No,1.0,Yes,RJ,Human Settlement,Atlantic Forest,Fish,[-41.70994444 -22.35595306]
Freshwater Fish,Rivulidae,Atlantirivulus simplicis,Annual Fish,Endangered (EN),EN,No,No,No,1.0,Yes,SP,Aquaculture Agriculture,Atlantic Forest,Fish,[-48.02929056 -25.21348709]
Freshwater Fish,Rivulidae,Atlantirivulus simplicis,Annual Fish,Endangered (EN),EN,No,No,No,1.0,Yes,SP,Human Settlement,Atlantic Forest,Fish,[-48.78699273 -20.16250264]
Marine Fish,Arhynchobatidae,Atlantoraja castelnaui,Leopard Stingray,Endangered (EN),EN,Yes,Yes,Yes,3.0,No,RS,Pollution,Marine,Rays,[-54.92810376 -27.7187466 ]
Marine Fish,Arhynchobatidae,Atlantoraja castelnaui,Leopard Stingray,Endangered (EN),EN,Yes,Yes,Yes,3.0,No,PR,Pollution,Marine,Rays,[-51.65175398 -26.49675903]
Marine Fish,Arhynchobatidae,Atlantoraja castelnaui,Leopard Stingray,Endangered (EN),EN,Yes,Yes,Yes,3.0,No,SC,Pollution,Marine,Rays,[-49.71106524 -29.27612299]
Marine Fish,Arhynchobatidae,Atlantoraja castelnaui,Leopard Stingray,Endangered (EN),EN,Yes,Yes,Yes,3.0,No,SP,Pollution,Marine,Rays,[-45.38384484 -23.69976718]
Freshwater Fish,Rivulidae,Austrolebias adloffi,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Mining,Pampa,Fish,[-52.90968581 -32.76952655]
Freshwater Fish,Rivulidae,Austrolebias adloffi,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Pollution,Pampa,Fish,[-52.70628906 -32.11699118]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,No,RS,Human Settlement,Pampa,Fish,[-56.9963989  -30.05514066]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,No,RS,Exotic Species,Pampa,Fish,[-51.09275885 -31.08269089]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,No,RS,Energy production,Pampa,Fish,[-56.52762886 -30.23466781]
Freshwater Fish,Rivulidae,Austrolebias alexandri,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,No,RS,Pollution,Pampa,Fish,[-52.63114392 -32.74549833]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Coral Removal,Pampa,Fish,[-51.13660089 -31.33235048]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Mining,Pampa,Fish,[-52.73597724 -32.16445252]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Transport,Pampa,Fish,[-56.27708443 -30.49340141]
Freshwater Fish,Rivulidae,Austrolebias arachan,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Tourism,Pampa,Fish,[-51.2800404  -30.62019661]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,PR,Coral Removal,Atlantic Forest,Fish,[-48.4878992  -23.98667624]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,PR,Mining,Atlantic Forest,Fish,[-49.89252708 -25.20392882]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,PR,Transport,Atlantic Forest,Fish,[-49.6089481  -22.93738731]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,PR,Tourism,Atlantic Forest,Fish,[-47.96540306 -24.57761231]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,SC,Coral Removal,Atlantic Forest,Fish,[-53.62523083 -26.43657809]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,SC,Mining,Atlantic Forest,Fish,[-49.84993349 -25.94692045]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,SC,Transport,Atlantic Forest,Fish,[-49.2860114  -28.81842424]
Freshwater Fish,Rivulidae,Austrolebias carvalhoi,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,SC,Tourism,Atlantic Forest,Fish,[-52.75262632 -27.115     ]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,No,RS,Coral Removal,Pampa,Fish,[-49.66855612 -28.41711803]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,No,RS,Mining,Pampa,Fish,[-52.15813957 -27.21149864]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,No,RS,Transport,Pampa,Fish,[-50.56224934 -30.38136298]
Freshwater Fish,Rivulidae,Austrolebias charrua,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,No,RS,Tourism,Pampa,Fish,[-52.0793308  -31.58545446]
Freshwater Fish,Rivulidae,Austrolebias cheradophilus,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Fishing,Pampa,Fish,[-56.07687502 -30.72262324]
Freshwater Fish,Rivulidae,Austrolebias cheradophilus,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Energy production,Pampa,Fish,[-50.73250859 -30.24556992]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,RS,Fishing,Atlantic Forest,Fish,[-50.38929006 -30.49366068]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,RS,Fishing,Pampa,Fish,[-52.67780675 -33.12411318]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,RS,Energy production,Atlantic Forest,Fish,[-56.66973381 -30.16139393]
Freshwater Fish,Rivulidae,Austrolebias cyaneus,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,RS,Energy production,Pampa,Fish,[-53.26766632 -33.01682492]
Freshwater Fish,Rivulidae,Austrolebias ibicuiensis,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,RS,Fishing,Pampa,Fish,[-55.64453535 -28.32894853]
Freshwater Fish,Rivulidae,Austrolebias ibicuiensis,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,Yes,RS,Energy production,Pampa,Fish,[-52.21176441 -27.18074107]
Freshwater Fish,Rivulidae,Austrolebias jaegari,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RS,Fishing,Pampa,Fish,[-56.0601996  -30.71542279]
Freshwater Fish,Rivulidae,Austrolebias jaegari,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RS,Energy production,Pampa,Fish,[-53.34235982 -33.11727398]
Freshwater Fish,Rivulidae,Austrolebias juanlangi,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Damming/Drainage,Pampa,Fish,[-53.14531062 -32.61594324]
Freshwater Fish,Rivulidae,Austrolebias juanlangi,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Energy production,Pampa,Fish,[-52.69924943 -32.27527364]
Freshwater Fish,Rivulidae,Austrolebias juanlangi,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Pollution,Pampa,Fish,[-56.16027142 -30.56406836]
Freshwater Fish,Rivulidae,Austrolebias litzi,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RS,Agriculture,Pampa,Fish,[-53.16915626 -33.01390743]
Freshwater Fish,Rivulidae,Austrolebias luteoflammulatus,Annual Fish,Critically Endangered (CR),CR,No,Yes,No,1.0,No,RS,Tourism,Pampa,Fish,[-50.8982446  -27.89572714]
Freshwater Fish,Rivulidae,Austrolebias melanoorus,Annual Fish,Endangered (EN),EN,No,No,No,1.0,No,RS,Human Settlement,Pampa,Fish,[-50.72300084 -30.22926025]
Freshwater Fish,Rivulidae,Austrolebias minuano,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Tourism,Pampa,Fish,[-51.64242098 -31.70393856]
Freshwater Fish,Rivulidae,Austrolebias minuano,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Pollution,Pampa,Fish,[-50.83606024 -30.31822363]
Freshwater Fish,Rivulidae,Austrolebias nachtigalli,Annual Fish,Endangered (EN),EN,No,No,No,1.0,Yes,RS,Tourism,Pampa,Fish,[-51.97673132 -31.629969  ]
Freshwater Fish,Rivulidae,Austrolebias nachtigalli,Annual Fish,Endangered (EN),EN,No,No,No,1.0,Yes,RS,Pollution,Pampa,Fish,[-54.46775342 -31.48895162]
Freshwater Fish,Rivulidae,Austrolebias nigrofasciatus,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Tourism,Pampa,Fish,[-52.68804313 -32.14381671]
Freshwater Fish,Rivulidae,Austrolebias nigrofasciatus,Annual Fish,Endangered (EN),EN,No,Yes,No,1.0,Yes,RS,Pollution,Pampa,Fish,[-50.28784289 -30.51726571]
Freshwater Fish,Rivulidae,Austrolebias paucisquama,Annual Fish,Vulnerable (VU),VU,No,No,No,1.0,Yes,RS,Tourism,Pampa,Fish,[-49.80795654 -28.3739501 ]
Freshwater Fish,Rivulidae,Austrolebias paucisquama,Annual Fish,Vulnerable (VU),VU,No,No,No,1.0,Yes,RS,Pollution,Pampa,Fish,[-57.01714705 -30.02022464]
Freshwater Fish,Rivulidae,Austrolebias periodicus,Annual Fish,Vulnerable (VU),VU,No,Yes,No,1.0,No,RS,Tourism,Pampa,Fish,[-51.39760708 -31.7256362 ]
Freshwater Fish,Rivulidae,Austrolebias periodicus,Annual Fish,Vulnerable (VU),VU,No,Yes,No,1.0,No,RS,Pollution,Pampa,Fish,[-52.69891468 -32.2058898 ]
Freshwater Fish,Rivulidae,Austrolebias prognathus,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Tourism,Atlantic Forest,Fish,[-51.42406399 -31.48287702]
Freshwater Fish,Rivulidae,Austrolebias prognathus,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,No,RS,Pollution,Atlantic Forest,Fish,[-49.9523574  -29.01525051]
Freshwater Fish,Rivulidae,Austrolebias univentripinnis,Annual Fish,Critically Endangered (CR),CR,No,No,No,1.0,Yes,RS,Tourism,Atlantic Forest,Fish,[-54.15134661 -27.22962304]
